id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,timestamp
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,0.955786,2764239852,38,2764239852,4492849.0,0.956971,0.941534,0.00857096,0.90486,65761579.0,2.43699,2891180122.371299,2891180122.371299,,1.063,-10.10387,2025-02-03T02:31:35.208Z,0.932573,2.48907,2025-01-04T01:21:08.460Z,,2025-04-04T20:28:27.348Z,2025-04-04 13:28:38.783123
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.27,2716002146,39,2815807937,204123467.0,2.34,2.18,0.02328225,1.03733,10975211.0,0.40573,1199381442.0,1243455492.0,,18.07,-87.47754,2022-04-08T07:23:59.952Z,0.449891,402.99248,2020-11-04T16:09:15.137Z,,2025-04-04T20:28:34.105Z,2025-04-04 13:28:38.783123
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,6.46e-06,2709942577,40,2709942577,952475919.0,6.59e-06,5.94e-06,5.22171e-07,8.79184,202620650.0,8.08116,420690000000000.0,420690000000000.0,420690000000000.0,2.649e-05,-75.6356,2024-12-09T16:30:35.828Z,5.0442e-08,12694.02159,2023-04-18T02:14:41.591Z,,2025-04-04T20:28:37.244Z,2025-04-04 13:28:38.783123
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,76577.0,1517950065606,1,1517950065606,43897377685.0,77146.0,73966.0,2450.35,3.30561,42616298227.0,2.88859,19846656.0,19846656.0,21000000.0,105495.0,-27.71633,2025-01-20T07:16:25.271Z,51.3,148551.25173,2013-07-05T00:00:00.000Z,,2025-04-04T20:28:36.627Z,2025-04-04 13:29:20.270623
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,1653.82,199418310478,2,199418310478,18024630572.0,1667.59,1599.15,39.45,2.44378,3973399134.0,2.033,120666956.0999141,120666956.0999141,,4228.93,-61.03856,2021-12-01T08:38:24.623Z,0.381455,431838.30244,2015-10-20T00:00:00.000Z,"{'times': 27.886326204123247, 'currency': 'btc', 'percentage': 2788.6326204123247}",2025-04-04T20:28:31.724Z,2025-04-04 13:29:20.270623
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,0.913821,131671840907,3,131671840907,64282717214.0,0.914618,0.900041,0.00776815,0.85736,912717824.0,0.69801,144086679997.8651,144086679997.8651,,1.17,-21.70571,2025-01-25T16:51:57.989Z,0.533096,71.21003,2015-03-02T00:00:00.000Z,,2025-04-04T20:28:30.361Z,2025-04-04 13:29:20.270623
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,1.94,112968969605,4,193828428641,5121154758.0,1.96,1.83,0.084769,4.56697,4745175864.0,4.3846,58274974538.0,99986277500.0,100000000000.0,3.28,-41.13678,2025-01-16T17:00:22.630Z,0.00194619,99249.59657,2013-08-16T00:00:00.000Z,,2025-04-04T20:28:37.561Z,2025-04-04 13:29:20.270623
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,545.73,79528398579,5,79528398579,694919623.0,547.7,528.74,13.61,2.55676,1752870393.0,2.25376,145887575.79,145887575.79,200000000.0,751.34,-27.66715,2024-12-04T10:35:25.220Z,0.03359941,1617386.70656,2017-10-19T00:00:00.000Z,,2025-04-04T20:28:37.459Z,2025-04-04 13:29:20.270623
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,112.08,57550016601,6,66861310998,5590894113.0,112.58,102.92,7.63,7.30268,3792640062.0,7.05511,514449911.529926,597685240.7612484,,285.6,-60.94549,2025-01-19T11:15:27.957Z,0.46316,23982.39055,2020-05-11T19:35:23.449Z,,2025-04-04T20:28:27.388Z,2025-04-04 13:29:20.270623
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.91414,55479102423,7,55517438762,8932893819.0,0.91494,0.900326,0.0077264,0.85241,341343875.0,0.61907,60691568514.55579,60733506693.28579,,14.76,-93.81386,2025-01-23T04:45:51.184Z,0.730265,25.03041,2021-05-19T13:14:05.611Z,,2025-04-04T20:28:31.801Z,2025-04-04 13:29:20.270623
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.154739,22979884731,8,22981961693,1531744217.0,0.156826,0.143268,0.0114704,8.00623,1596301955.0,7.46508,148702566383.7052,148716006383.7052,,0.601466,-74.38824,2021-05-08T05:08:23.458Z,7.662e-05,200961.35932,2015-05-06T00:00:00.000Z,,2025-04-04T20:28:31.540Z,2025-04-04 13:29:20.270623
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.602261,21660764489,9,27078996254,863793249.0,0.607553,0.569161,0.02266362,3.91023,767054484.0,3.67122,35995957636.81128,45000000000.0,45000000000.0,2.61,-76.96986,2021-09-02T06:00:10.474Z,0.01722339,3385.47171,2020-03-13T02:22:55.044Z,,2025-04-04T20:28:37.805Z,2025-04-04 13:29:20.270623
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.21911,20790519873,10,20790525079,551612342.0,0.221125,0.213321,0.00578933,2.71391,485864985.0,2.39287,94979869949.31204,94979893729.20947,,0.410308,-46.82184,2024-12-04T00:10:40.323Z,0.00154713,14003.21349,2017-11-12T00:00:00.000Z,"{'times': 125.13868284887842, 'currency': 'usd', 'percentage': 12513.868284887842}",2025-04-04T20:28:29.867Z,2025-04-04 13:29:20.270623
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,1651.72,15446044092,11,15446044092,19100895.0,1666.98,1599.72,38.57,2.39066,284799578.0,1.87847,9371388.164874518,9371388.164874518,,4188.52,-60.67557,2021-11-12T02:16:02.325Z,394.87,317.1322,2020-12-22T04:08:21.854Z,,2025-04-04T20:28:37.067Z,2025-04-04 13:29:20.270623
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,76411.0,9847049142,12,9847049142,309946636.0,77114.0,73940.0,2341.24,3.16087,279865238.0,2.92526,128915.05657878,128915.05657878,128915.05657878,105131.0,-27.49017,2025-01-20T07:16:27.137Z,2801.21,2621.32747,2019-04-02T00:00:00.000Z,,2025-04-04T20:28:30.999Z,2025-04-04 13:29:20.270623
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,8.72,8061152711,13,8597314467,4216912.0,8.74,8.44,0.226535,2.66575,197222307.0,2.50794,923796160.9,985239504.0,,9.68,-10.11258,2025-03-02T17:40:34.261Z,0.715663,1116.38178,2019-12-31T12:19:48.870Z,,2025-04-04T20:28:31.984Z,2025-04-04 13:29:20.270623
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,3.08,7619967923,14,15795361527,241039084.0,3.27,3.04,-0.1609915133259409,-4.96565,-432117370.42595387,-5.36653,2473069465.25885,5126402982.243922,,7.7,-59.99936,2024-06-15T00:36:51.509Z,0.44288,595.22376,2021-09-21T00:33:11.092Z,,2025-04-04T20:28:28.219Z,2025-04-04 13:29:20.270623
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,11.81,7525314957,15,11793316555,547750661.0,11.97,11.24,0.371833,3.25157,205306376.0,2.80473,638099971.4505637,1000000000.0,1000000000.0,43.32,-72.86152,2021-05-10T00:13:57.214Z,0.125048,9300.72284,2017-11-29T00:00:00.000Z,,2025-04-04T20:28:30.044Z,2025-04-04 13:29:20.270623
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.236452,7275123964,16,11818586284,164551923.0,0.240559,0.229352,0.00346224,1.486,72835585.0,1.01128,30779417210.50917,50001786892.81792,50001786892.81792,0.729104,-67.67769,2018-01-03T00:00:00.000Z,0.00043158,54504.85906,2015-03-05T00:00:00.000Z,,2025-04-04T20:28:28.453Z,2025-04-04 13:29:20.270623
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.914134,7249531983,17,7249531983,12313928.0,0.914735,0.900204,0.00770662,0.85022,2505750.0,0.03458,7930490039.355793,7930490039.355793,,0.99869,-8.47668,2025-01-13T15:26:08.505Z,0.859375,6.36031,2024-10-03T13:19:28.826Z,,2025-04-04T20:28:30.940Z,2025-04-04 13:29:20.270623
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,1983.27,7109576695,18,7109576695,26742034.0,1996.6,1914.6,46.66,2.40911,157057279.0,2.259,3584778.484173984,3584778.484173984,,6978.69,-71.67035,2022-05-13T15:09:54.509Z,538.08,267.42514,2022-05-13T01:36:45.053Z,,2025-04-04T20:28:30.039Z,2025-04-04 13:29:20.270623
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,16.51,6843407042,19,7447710130,317617823.0,17.04,16.01,0.253971,1.562,73732460.0,1.08916,415262231.1950707,451931721.599735,720000000.0,128.43,-87.17971,2021-11-21T14:18:56.538Z,2.28,621.43691,2020-12-31T13:15:21.540Z,,2025-04-04T20:28:36.589Z,2025-04-04 13:29:20.270623
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,2.08,6747746612,20,20762406507,1379448031.0,2.1,1.94,0.073543,3.67226,222778018.0,3.41424,3249982900.458887,10000000000.0,10000000000.0,5.19,-60.03534,2025-01-04T22:56:18.063Z,0.344803,500.9784,2023-10-19T22:05:15.703Z,,2025-04-04T20:28:29.712Z,2025-04-04 13:29:20.270623
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.117e-05,6582747712,21,6585585556,231740073.0,1.136e-05,1.082e-05,1.65586e-07,1.50441,71457552.0,1.09744,589250638549611.1,589504666407400.4,,7.424e-05,-84.98597,2021-10-28T03:54:55.568Z,4.6962e-11,23735606.73774,2020-12-11T05:57:22.476Z,,2025-04-04T20:28:37.319Z,2025-04-04 13:29:20.270623
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.151088,6377972497,22,7551774112,283927629.0,0.152688,0.142542,0.00557696,3.83268,214875828.0,3.48649,42228305571.0683,50000000000.0,50000000000.0,0.481298,-68.64821,2021-09-15T10:40:28.318Z,0.00882817,1609.25016,2020-01-02T17:30:24.852Z,,2025-04-04T20:28:31.713Z,2025-04-04 13:29:20.270623
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,76.93,5818071989,23,5818354415,364867139.0,77.56,74.03,2.57,3.45282,176787928.0,3.13382,75706214.48347135,75709889.48347135,84000000.0,337.56,-77.30026,2021-05-10T03:13:07.904Z,0.981314,7708.53411,2015-01-14T00:00:00.000Z,,2025-04-04T20:28:33.825Z,2025-04-04 13:29:20.270623
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,3.69,5617596719,24,5617596719,161664827.0,3.75,3.58,0.056599,1.55736,71780449.0,1.29432,1522267060.0,1522267060.0,,47.6,-92.26719,2021-11-04T14:10:09.301Z,2.27,62.19725,2020-08-19T03:44:11.556Z,,2025-04-04T20:28:35.353Z,2025-04-04 13:29:20.270623
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,5.74,5538892992,25,10410020778,69405010.0,5.83,5.66,-0.0540732690523491,-0.93386,-65179600.88445473,-1.16308,965599580.89,1814787127.03,,8.59,-33.38103,2025-02-23T01:52:21.073Z,0.01615133,35335.22829,2023-09-11T19:45:03.621Z,,2025-04-04T20:28:32.439Z,2025-04-04 13:29:20.270623
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,273.33,5423091265,26,5423138219,165669700.0,281.88,266.35,6.99,2.62395,112545073.0,2.11927,19851334.27165078,19851506.14665078,21000000.0,3187.12,-91.45666,2017-12-20T00:00:00.000Z,68.03,300.22888,2018-12-16T00:00:00.000Z,,2025-04-04T20:28:37.158Z,2025-04-04 13:29:20.270623
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,4.14,4966751615,27,4966751615,102878962.0,4.17,4.02,0.102882,2.5475,110138588.0,2.26781,1199999994.2,1199999994.2,2000000000.0,8.1,-49.02063,2024-12-27T11:41:24.992Z,0.01270123,32423.89751,2020-06-25T04:17:05.895Z,,2025-04-04T20:28:36.595Z,2025-04-04 13:29:20.270623
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.91314,4788855911,28,4788855911,121268166.0,0.914227,0.900017,0.00728117,0.80379,30080839.0,0.63211,5250252332.166143,5250252332.166143,,0.987328,-7.50418,2025-01-13T15:16:17.109Z,0.842908,8.34359,2024-10-04T07:57:15.809Z,,2025-04-04T20:28:30.182Z,2025-04-04 13:29:20.270623
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,0.916022,4745921789,29,4745921789,235413068.0,0.917212,0.899566,0.01046126,1.15523,45942433.0,0.9775,5184994301.618546,5184994301.618546,,1.011,-9.36782,2025-02-03T02:06:31.189Z,0.873927,4.83373,2024-08-27T22:10:58.536Z,,2025-04-04T20:28:27.393Z,2025-04-04 13:29:20.270623
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,1653.31,4740520353,30,4740520353,563580469.0,1669.42,1601.21,39.62,2.45507,138513675.0,3.00985,2868104.402401169,2868104.402401169,,4147.46,-60.21977,2021-11-12T00:00:00.000Z,72.6,2172.44195,2018-12-15T00:00:00.000Z,,2025-04-04T20:28:32.430Z,2025-04-04 13:29:20.270623
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,1759.11,3758580914,31,3758580914,4875061.0,1773.18,1703.08,40.14,2.33505,81418958.0,2.21418,2138369.617165409,2138369.617165409,,4100.76,-57.09093,2024-12-16T18:57:39.347Z,1678.0,4.86299,2025-04-03T15:11:50.320Z,,2025-04-04T20:28:29.869Z,2025-04-04 13:29:20.270623
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,10.98,3663238871,32,10970034548,121495391.0,11.07,10.05,0.551733,5.29198,169726112.0,4.85832,333928180.0,999990391.0,1000000000.0,33.52,-67.24461,2024-12-22T03:56:00.276Z,3.6,204.70456,2024-11-29T09:30:30.871Z,,2025-04-04T20:28:31.595Z,2025-04-04 13:29:20.270623
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,25.23,3636105599,33,8275360505,46401523.0,25.45,24.81,0.263377,1.05492,32441142.0,0.90023,144118517.10815412,327997263.0,400000000.0,30.07,-16.28871,2025-03-02T22:22:36.852Z,2.85,782.06455,2023-02-13T19:01:21.899Z,,2025-04-04T20:28:29.597Z,2025-04-04 13:29:20.270623
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,196.04,3614270632,34,3614270632,66059358.0,198.96,189.99,6.05,3.18306,106141215.0,3.02558,18446744.07370955,18446744.07370955,,454.53,-57.0013,2018-01-09T00:00:00.000Z,0.184652,105744.33263,2015-01-14T00:00:00.000Z,,2025-04-04T20:28:33.395Z,2025-04-04 13:29:20.270623
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.478368,3260510346,35,5015619487,398254964.0,0.52795,0.462355,-0.0447859914151343,-8.56077,-299731050.9025078,-8.41884,6810745631.451552,10476920753.82012,100000000000.0,2.84,-83.05242,2025-02-26T16:41:03.732Z,0.462355,4.17241,2025-04-04T12:10:31.216Z,,2025-04-04T20:28:34.288Z,2025-04-04 13:29:20.270623
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.39,3226441476,36,5373076473,155847534.0,5.48,5.14,0.179894,3.45579,91554019.0,2.92049,600483073.71,1000000000.0,1000000000.0,37.37,-85.63369,2021-05-03T05:25:04.822Z,0.874238,514.14243,2020-09-17T01:20:38.214Z,,2025-04-04T20:28:28.699Z,2025-04-04 13:29:20.270623
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.914154,2864955223,37,2864955223,111227173.0,0.914552,0.900222,0.00787743,0.86921,-4356392.568137646,-0.15183,3133844399.170409,3133844399.170409,,1.11,-17.51085,2022-10-02T12:21:04.914Z,0.759326,20.25731,2021-05-19T13:05:49.822Z,,2025-04-04T20:28:28.708Z,2025-04-04 13:29:20.270623
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,0.955786,2764239852,38,2764239852,4492849.0,0.956971,0.941534,0.00857096,0.90486,65761579.0,2.43699,2891180122.371299,2891180122.371299,,1.063,-10.10387,2025-02-03T02:31:35.208Z,0.932573,2.48907,2025-01-04T01:21:08.460Z,,2025-04-04T20:28:27.348Z,2025-04-04 13:29:20.270623
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.27,2716002146,39,2815807937,204123467.0,2.34,2.18,0.02328225,1.03733,10975211.0,0.40573,1199381442.0,1243455492.0,,18.07,-87.47754,2022-04-08T07:23:59.952Z,0.449891,402.99248,2020-11-04T16:09:15.137Z,,2025-04-04T20:28:34.105Z,2025-04-04 13:29:20.270623
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,6.46e-06,2709942577,40,2709942577,952475919.0,6.59e-06,5.94e-06,5.22171e-07,8.79184,202620650.0,8.08116,420690000000000.0,420690000000000.0,420690000000000.0,2.649e-05,-75.6356,2024-12-09T16:30:35.828Z,5.0442e-08,12694.02159,2023-04-18T02:14:41.591Z,,2025-04-04T20:28:37.244Z,2025-04-04 13:29:20.270623
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,76592.0,1517950065606,1,1517950065606,43777033067.0,77146.0,73966.0,2464.71,3.32498,42616298227.0,2.88859,19846656.0,19846656.0,21000000.0,105495.0,-27.71633,2025-01-20T07:16:25.271Z,51.3,148551.25173,2013-07-05T00:00:00.000Z,,2025-04-04T20:30:17.653Z,2025-04-04 13:30:20.556877
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,1654.09,199418310478,2,199418310478,18027248062.0,1667.59,1599.15,39.72,2.46043,3973399134.0,2.033,120666956.0999141,120666956.0999141,,4228.93,-61.03856,2021-12-01T08:38:24.623Z,0.381455,431838.30244,2015-10-20T00:00:00.000Z,"{'times': 27.881652380649797, 'currency': 'btc', 'percentage': 2788.16523806498}",2025-04-04T20:30:11.554Z,2025-04-04 13:30:20.556877
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,0.913801,131671840907,3,131671840907,35716166298.0,0.914618,0.900041,0.00774861,0.8552,912717824.0,0.69801,144086679997.8651,144086679997.8651,,1.17,-21.70571,2025-01-25T16:51:57.989Z,0.533096,71.21003,2015-03-02T00:00:00.000Z,,2025-04-04T20:30:18.574Z,2025-04-04 13:30:20.556877
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,1.94,112968969605,4,193828428641,4554467447.0,1.96,1.83,0.083368,4.49151,4745175864.0,4.3846,58274974538.0,99986277500.0,100000000000.0,3.28,-41.13678,2025-01-16T17:00:22.630Z,0.00194619,99249.59657,2013-08-16T00:00:00.000Z,,2025-04-04T20:30:15.738Z,2025-04-04 13:30:20.556877
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,545.75,79528398579,5,79528398579,693930997.0,547.7,528.74,13.62,2.55926,1752870393.0,2.25376,145887575.79,145887575.79,200000000.0,751.34,-27.66715,2024-12-04T10:35:25.220Z,0.03359941,1617386.70656,2017-10-19T00:00:00.000Z,,2025-04-04T20:30:17.594Z,2025-04-04 13:30:20.556877
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,112.14,57550016601,6,66861310998,5593582163.0,112.58,102.92,7.69,7.36516,3792640062.0,7.05511,514449911.529926,597685240.7612484,,285.6,-60.94549,2025-01-19T11:15:27.957Z,0.46316,23982.39055,2020-05-11T19:35:23.449Z,,2025-04-04T20:30:18.031Z,2025-04-04 13:30:20.556877
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.914142,55479102423,7,55517438762,9095848741.0,0.91494,0.900326,0.00772809,0.8526,341343875.0,0.61907,60691568514.55579,60733506693.28579,,14.76,-93.81386,2025-01-23T04:45:51.184Z,0.730265,25.03041,2021-05-19T13:14:05.611Z,,2025-04-04T20:30:10.947Z,2025-04-04 13:30:20.556877
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.154805,22979884731,8,22981961693,1546829914.0,0.156826,0.143268,0.01153636,8.05227,1596301955.0,7.46508,148702566383.7052,148716006383.7052,,0.601466,-74.38824,2021-05-08T05:08:23.458Z,7.662e-05,200961.35932,2015-05-06T00:00:00.000Z,,2025-04-04T20:30:09.963Z,2025-04-04 13:30:20.556877
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.602437,21660764489,9,27078996254,864255526.0,0.607553,0.569161,0.022839,3.94049,767054484.0,3.67122,35995957636.81128,45000000000.0,45000000000.0,2.61,-76.96986,2021-09-02T06:00:10.474Z,0.01722339,3385.47171,2020-03-13T02:22:55.044Z,,2025-04-04T20:30:17.838Z,2025-04-04 13:30:20.556877
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.219111,20790519873,10,20790525079,552508250.0,0.221125,0.213321,0.00579039,2.7144,485864985.0,2.39287,94979869949.31204,94979893729.20947,,0.410308,-46.82184,2024-12-04T00:10:40.323Z,0.00154713,14003.21349,2017-11-12T00:00:00.000Z,"{'times': 125.13928956806669, 'currency': 'usd', 'percentage': 12513.928956806669}",2025-04-04T20:30:19.739Z,2025-04-04 13:30:20.556877
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,1652.08,15478806184,11,15478806184,19104648.0,1666.98,1599.72,38.93,2.41301,362915556.0,2.40089,9371388.164874518,9371388.164874518,,4188.52,-60.67557,2021-11-12T02:16:02.325Z,394.87,317.1322,2020-12-22T04:08:21.854Z,,2025-04-04T20:30:16.476Z,2025-04-04 13:30:20.556877
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,76438.0,9847049142,12,9847049142,307590609.0,77114.0,73940.0,2368.57,3.19777,279865238.0,2.92526,128915.05657878,128915.05657878,128915.05657878,105131.0,-27.49017,2025-01-20T07:16:27.137Z,2801.21,2621.32747,2019-04-02T00:00:00.000Z,,2025-04-04T20:30:14.988Z,2025-04-04 13:30:20.556877
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,8.73,8061152711,13,8597314467,4218556.0,8.74,8.44,0.229096,2.6959,197222307.0,2.50794,923796160.9,985239504.0,,9.68,-10.11258,2025-03-02T17:40:34.261Z,0.715663,1116.38178,2019-12-31T12:19:48.870Z,,2025-04-04T20:30:11.862Z,2025-04-04 13:30:20.556877
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,3.08,7619967923,14,15795361527,240989935.0,3.27,3.04,-0.1606851125624997,-4.9562,-432117370.42595387,-5.36653,2473069465.25885,5126402982.243922,,7.7,-59.99936,2024-06-15T00:36:51.509Z,0.44288,595.22376,2021-09-21T00:33:11.092Z,,2025-04-04T20:30:19.389Z,2025-04-04 13:30:20.556877
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,11.81,7525314957,15,11793316555,539070828.0,11.97,11.24,0.37105,3.24472,205306376.0,2.80473,638099971.4505637,1000000000.0,1000000000.0,43.32,-72.86152,2021-05-10T00:13:57.214Z,0.125048,9300.72284,2017-11-29T00:00:00.000Z,,2025-04-04T20:30:19.296Z,2025-04-04 13:30:20.556877
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.236285,7275123964,16,11818586284,158669347.0,0.240559,0.229352,0.00329538,1.41439,72835585.0,1.01128,30779417210.50917,50001786892.81792,50001786892.81792,0.729104,-67.67769,2018-01-03T00:00:00.000Z,0.00043158,54504.85906,2015-03-05T00:00:00.000Z,,2025-04-04T20:30:19.244Z,2025-04-04 13:30:20.556877
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.914312,7249531983,17,7249531983,12815648.0,0.914735,0.900204,0.00788517,0.86992,2505750.0,0.03458,7930490039.355793,7930490039.355793,,0.99869,-8.47668,2025-01-13T15:26:08.505Z,0.859375,6.36031,2024-10-03T13:19:28.826Z,,2025-04-04T20:30:19.505Z,2025-04-04 13:30:20.556877
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,1983.16,7109576695,18,7109576695,26740563.0,1996.6,1914.6,46.55,2.40347,157057279.0,2.259,3584778.484173984,3584778.484173984,,6978.69,-71.67035,2022-05-13T15:09:54.509Z,538.08,267.42514,2022-05-13T01:36:45.053Z,,2025-04-04T20:30:10.378Z,2025-04-04 13:30:20.556877
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,16.51,6857415651,19,7462955687,315889631.0,17.04,16.01,0.253527,1.55926,93107348.0,1.37645,415262235.3900206,451931721.599735,720000000.0,128.43,-87.17971,2021-11-21T14:18:56.538Z,2.28,621.43691,2020-12-31T13:15:21.540Z,,2025-04-04T20:30:16.310Z,2025-04-04 13:30:20.556877
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,2.08,6747746612,20,20762406507,1382090299.0,2.1,1.94,0.073577,3.67396,222778018.0,3.41424,3249982900.458887,10000000000.0,10000000000.0,5.19,-60.03534,2025-01-04T22:56:18.063Z,0.344803,500.9784,2023-10-19T22:05:15.703Z,,2025-04-04T20:30:19.311Z,2025-04-04 13:30:20.556877
